Código;Estudios;Lugar;Universitat;Àmbit;PAU y FP;Mayores de 25;Titulados Universitarios;Mayores de 45
21087;Empresa i Tecnologia ;Sabadell ;UAB;Ciencias Sociales y Jurídicas;  6,937;  5,063;  5,000;  5,667
11058;Economia ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  6,900;  5,000;  5,000;  5,000
21071;Enginyeria Informàtica ;Cerdanyola del Vallès ;UAB;Ingeniería y Arquitectura;  6,890;  5,000;  5,000;  5,000
21070;Economia ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  6,850;  5,000;  5,000;  5,000
41045;"Disseny i Producció de Videojocs ""Tecnocampus"" ";Mataró ;UPF;Ingeniería y Arquitectura;  6,839;  5,000;  5,000;  5,000
71010;Educació Infantil ;Tarragona ;URV;Ciencias Sociales y Jurídicas;  6,744;  5,000;  6,680;  5,000
41039;"Màrqueting i Comunitats Digitals ""Tecnocampus"" ";Mataró ;UPF;Ciencias Sociales y Jurídicas;  6,624;  5,000;  5,000;  5,000
41018;Enginyeria en Sistemes Audiovisuals ;Barcelona ;UPF;Ingeniería y Arquitectura;  6,616;  5,000;  5,000;  5,000
21090;Enginyeria Química ;Cerdanyola del Vallès ;UAB;Ingeniería y Arquitectura;  6,584;  5,000;  5,000;  5,000
21041;"Infermeria ""Creu Roja"" EUIT de Terrassa ";Terrassa ;UAB;Ciencias de la Salud;  6,533;  5,000;  6,500;  5,000
91001;Ciències de l'Activitat Física i de l'Esport  (Anglès);Vic ;UVic;Ciencias de la Salud;  6,528;  5,000;  5,000;  5,000
71026;Treball Social ;Tarragona ;URV;Ciencias Sociales y Jurídicas;  6,480;  5,000;  5,000;  5,000
71044;Nutrició Humana i Dietètica ;Reus ;URV;Ciencias de la Salud;  6,450;  5,000;  5,000;  6,000
91012;Fisioteràpia ;Vic ;UVic;Ciencias de la Salud;  6,422;  5,375;  5,000;  5,000
21055;Relacions Laborals ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  6,420;  5,063;  5,000;  5,000
81015;Dret ;Girona ;UdG;Ciencias Sociales y Jurídicas;  6,400;  5,938;  6,600;  5,000
71008;Dret ;Tarragona ;URV;Ciencias Sociales y Jurídicas;  6,338;  5,000;  5,000;  5,000
71024;Química ;Tarragona ;URV;Ciencias;  6,306;  5,000;  5,000;  5,000
71057;Dret / Relacions Laborals i Ocupació ;Tarragona ;URV;Ciencias Sociales y Jurídicas;  6,270;  7,813;  5,000;  5,000
71058;Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica ;Tarragona ;URV;Ingeniería y Arquitectura;  6,220;  5,000;  5,000;  5,000
21028;Estudis Anglesos ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  6,202;  5,000;  5,000;  5,000
31037;Enginyeria Informàtica ;Vilanova i la Geltrú ;UPC;Ingeniería y Arquitectura;  6,140;  5,000;  5,000;  5,000
31092;Enginyeria Civil (en Anglès);Barcelona;UPC;Ingeniería y Arquitectura;  6,102;  5,000;  8,200;  5,000
81025;Fisioteràpia ;Salt ;UdG;Ciencias de la Salud;  6,057;  5,000;  7,030;  5,000
41026;Relacions Laborals ;Barcelona ;UPF;Ciencias Sociales y Jurídicas;  6,040;  5,000;  5,000;  5,000
31015;Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química ;Terrassa ;UPC;Ingeniería y Arquitectura;  6,020;  5,000;  5,000;  5,000
11063;Sociologia ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,972;  5,000;  5,000;  5,500
21006;Antropologia Social i Cultural ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,876;  5,000;  5,000;  6,000
91022;Psicologia ;Vic ;UVic;Ciencias de la Salud;  5,818;  5,000;  5,000;  5,000
61012;Educació Primària ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,814;  5,000;  5,000;  5,000
41052;"Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus"" ";Mataró ;UPF;Ingeniería y Arquitectura;  5,813;  5,000;  5,000;  5,000
81045;Arts Escèniques ;Salt ;UdG;Artes y Humanidades;  5,790;  5,563;  5,000;  5,000
21056;Sociologia ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  5,777;  5,000;  5,000;  5,000
11017;Enginyeria Electrònica de Telecomunicació ;Barcelona ;UB;Ingeniería y Arquitectura;  5,738;  5,125;  5,000;  5,000
31081;"Màrqueting i Comunicació Digital ""EUNCET"" ";Terrassa ;UPC;Ciencias Sociales y Jurídicas;  5,734;  5,000;  5,000;  5,000
41049;"Mitjans Audiovisuals ""Tecnocampus"" ";Mataró ;UPF;Ciencias Sociales y Jurídicas;  5,684;  5,000;  5,000;  5,000
31045;Nàutica i Transport Marítim ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,626;  5,000;  6,360;  5,000
41054;Llengües Aplicades / Traducció i Interpretació -Anglès- ;Barcelona;UPF;Artes y Humanidades;  5,590;  5,000;  5,000;  5,000
21051;Musicologia ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,538;  7,125;  5,000;  5,000
91041;Fisioteràpia ;Campus Manresa ;UVic;Ciencias de la Salud;  5,512;  5,000;  5,000;  5,000
71040;Enginyeria Mecànica ;Tarragona ;URV;Ingeniería y Arquitectura;  5,480;  5,000;  5,000;  5,000
81009;Ciències de l'Activitat Física i de l'Esport ;Salt ;UdG;Ciencias de la Salud;  5,428;  5,000;  5,000;  5,000
61010;Dret ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,402;  5,000;  5,000;  5,833
31090;"Màrqueting i Comunicació Digital ""EAE"" ";Barcelona ;UPC;Ciencias Sociales y Jurídicas;  5,370;  5,000;  5,000;  5,000
81061;Ciències de l'Activitat Física i de l'Esport / Fisioteràpia ;Salt ;UdG;Ciencias de la Salud;  5,335;  5,000;  5,000;  5,000
61053;Administració i Direcció d'Empreses / Turisme ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,312;  5,000;  5,000;  5,000
11001;Antropologia Social i Cultural ;Barcelona ;UB;Artes y Humanidades;  5,230;  5,000;  6,100;  5,000
11050;Relacions Laborals ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,230;  5,000;  5,000;  5,000
31065;Enginyeria de sistemes TIC ;Manresa ;UPC;Ingeniería y Arquitectura;  5,218;  5,000;  5,000;  5,000
91051;Enginyeria de l'Automoció ;Vic / Granollers ;UVic;Ingeniería y Arquitectura;  5,198;  5,000;  5,000;  5,000
91909;Fisioteràpia ;Docència en Anglès ;UdG / UB;Ciencias de la Salud;  5,025;  5,000;  5,000;  5,000
31049;Enginyeria en Sistemes i Tecnologia Naval ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,020;  5,000;  7,220;  5,000
31078;Arquitectura, Estudis d' ;Barcelona ;UPC;Artes y Humanidades;  5,014;  5,000;  5,000;  5,000
11011;"Turisme ""CETT"" ";Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
11021;Estudis Anglesos ;Docència en Anglès ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11022;Estudis Àrabs i Hebreus ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,500;  5,000;  5,000
11025;Filologia Catalana ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,333
11026;Filologia Clàssica ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11027;Filologia Hispànica ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11029;Arqueologia ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  6,700;  6,000
11031;Geografia ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,500
11032;Geologia ;Barcelona ;UB;Ciencias;  5,000;  5,000;  5,000;  5,000
11034;Història de l'Art ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  6,333
11035;Història ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11038;Informació i Documentació ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,938;  5,000;  5,333
11039;Lingüística ;Barcelona ;UB;Artes y Humanidades;  5,000;  6,750;  5,000;  5,000
11040;Llengües i Literatures Modernes ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11052;Gestió i Administració Pública ;Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,375;  5,000;  5,000
11056;Conservació - Restauració de Béns Culturals ;Barcelona ;UB;Artes y Humanidades;  5,000;  6,063;  5,000;  5,000
11060;Enginyeria de Materials ;Barcelona ;UB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
11061;Filosofia ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  6,500
11071;Continguts Digitals Interactius ;Barcelona ;UB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
11078;"Gestió d'Empreses en Comerç i Distribució ""ESCODI"" ";Terrassa ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
11079;"Disseny ""UNIBA"" ";Barcelona ;UB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  6,833
11082;Llengües Romàniques i les seves Literatures ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11085;Creació Artística per a Videojocs i Jocs Aplicats ;Barcelona ;UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
11086;"Turisme ""CETT"" ";Barcelona ;UB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
20296;Gestió de Ciutats Intel·ligents i Sostenibles - Smart Cities ;Títol propi, no oficial ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21007;Arqueologia ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21015;"Disseny ""Eina"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21020;"Arts i Disseny ""Massana"" ";Barcelona ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21022;"Enginyeria d'Organització Industrial ""EU Salesiana de Sarrià"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21023;"Enginyeria Elèctrica ""EU Salesiana de Sarrià"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21025;"Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21026;"Enginyeria Mecànica ""EU Salesiana de Sarrià"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21029;Estudis Clàssics ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21031;Llengua i Literatura Catalanes ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21032;Filosofia ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21033;"Fisioteràpia ""Gimbernat"" ";Sant Cugat del Vallès ;UAB;Ciencias de la Salud;  5,000;  5,000;  6,150;  5,000
21036;Geografia i Ordenació del Territori ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21037;Geologia ;Cerdanyola del Vallès ;UAB;Ciencias;  5,000;  5,000;  5,000;  5,000
21039;Història de l'art ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  7,667
21040;Història ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21042;"Infermeria ""Gimbernat"" ";Sant Cugat del Vallès ;UAB;Ciencias de la Salud;  5,000;  5,000;  6,333;  5,000
21046;Informàtica i Serveis ;Sant Cugat del Vallès ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21047;Llengua i Literatura Espanyoles ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,688;  5,000;  5,000
21054;Prevenció i Seguretat Integral ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21057;"Teràpia Ocupacional ""Creu Roja"" EUIT de Terrassa ";Terrassa ;UAB;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
21058;Traducció i Interpretació -Alemany- ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21059;Turisme ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21063;Geografia i Ordenació del Territori ;En xarxa ;UAB;Ciencias Sociales y Jurídicas;  5,000;  6,900;  5,000;  7,333
21065;Traducció i Interpretació -Francès- ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21072;Estudis d'Anglès i Català ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,563;  5,000;  5,000
21073;Estudis d'Anglès i de Clàssiques ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21077;Estudis de Català i Espanyol ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21084;Comptabilitat i Finances ;Sabadell ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21091;Estudis d'Anglès i Francès ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21101;Humanitats ;Cerdanyola del Vallès ;UAB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
21107;Direcció Hotelera ;Cerdanyola del Vallès ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21112;"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""EU Salesiana de Sarrià"" ";Barcelona ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21113;Prevenció i Seguretat Integral ;En xarxa ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  6,500;  5,000
21114;Turisme ;Docència en Anglès ;UAB;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
21115;Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica de Telecomunicació ;Cerdanyola del Vallès ;UAB;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
21116;Grau Obert en llengües, Programa de ;agrupació ;UAB / UB;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
31001;"Administració i Direcció d'Empreses ""EUNCET"" ";Terrassa ;UPC;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
31002;"Administració i Direcció d'Empreses ""Centre Universitari EAE"" ";Barcelona ;UPC;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
31003;Enginyeria Agrícola ;Castelldefels ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31004;Enginyeria Alimentària ;Castelldefels ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31006;Enginyeria de Disseny Industrial i Desenvolupament del Producte ;Vilanova i la Geltrú ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31010;Enginyeria de Sistemes Audiovisuals ;Terrassa ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31013;Enginyeria Civil ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31016;Arquitectura Tècnica i Edificació ;Barcelona ;UPC;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
31017;Enginyeria Agroambiental i del Paisatge ;Castelldefels ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31020;Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química ;Manresa ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31021;Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ;Vilanova i la Geltrú ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31025;Enginyeria de Materials ;Barcelona / Sant Adrià de Besòs ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31030;Enginyeria en Tecnologies Industrials ;Terrassa ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31033;Enginyeria Química ;Igualada ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31038;Tecnologies Marines ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31043;Òptica i Optometria ;Terrassa ;UPC;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
31053;Enginyeria Elèctrica ;Barcelona / Sant Adrià de Besòs ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31055;Enginyeria Química ;Barcelona / Sant Adrià de Besòs ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31058;Enginyeria d'Obres Públiques ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31072;"Administració i Direcció d'Empreses ""EUNCET"" ";Terrassa ;UPC;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
31076;Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica ;Castelldefels ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31080;Arquitectura, Estudis d' ;Sant Cugat del Vallès ;UPC;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
31082;"Màrqueting i Comunicació Digital ""EUNCET"" ";Semipresencial ;UPC;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
31086;Enginyeria de Tecnologies i Serveis de Telecomunicació ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31087;Enginyeria en Geoinformació i Geomàtica ;Barcelona ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31088;Enginyeria Minera ;Manresa ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
31094;Enginyeria Química ;Semipresencial ;UPC;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41003;Humanitats ;Barcelona ;UPF;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
41012;"Disseny ""Elisava"" ";Barcelona ;UPF;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41017;"Enginyeria de Disseny Industrial ""Elisava"" ";Barcelona ;UPF;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41020;Enginyeria de Xarxes de Telecomunicació ;Barcelona ;UPF;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41023;Llengües Aplicades ;Barcelona ;UPF;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
41029;"Administració d'Empreses i Gestió de la Innovació ""Tecnocampus"" ";Mataró ;UPF;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
41035;"Administració d'Empreses i Gestió de la Innovació / Turisme i Gestió del Lleure ""Tecnocampus"" ";Mataró ;UPF;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
41036;"Administració d'Empreses i Gestió de la Innovació ""Tecnocampus"" ";Mataró ;UPF;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
41040;Traducció i Interpretació -Alemany / Francès / Llengua de Signes Catalana- ;Barcelona ;UPF;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
41046;"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" ";Mataró ;UPF;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41047;"Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus"" ";Mataró ;UPF;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
41048;"Logística i Negocis Marítims ""Tecnocampus"" ";Mataró ;UPF;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61003;Administració i Direcció d'Empreses ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61006;Enginyeria Agrària i Alimentària ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61008;Ciència i Tecnologia dels Aliments ;Lleida ;UdL;Ciencias de la Salud;  5,000;  5,000;  6,860;  5,000
61011;Educació Infantil ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61014;Enginyeria Forestal ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61015;Enginyeria Informàtica ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61016;Arquitectura Tècnica i Edificació ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61017;Enginyeria en Electrònica Industrial i Automàtica ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61018;Enginyeria Mecànica ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61021;Turisme ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61026;Geografia ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61028;Història ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  6,000
61033;Relacions Laborals i Recursos Humans ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61034;Treball social ;Lleida ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61042;Conservació de la Natura / Enginyeria Forestal ;Lleida ;UdL;Ciencias;  5,000;  5,000;  5,000;  5,000
61043;Enginyeria de l'Energia i Sostenibilitat ;Lleida ;UdL;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
61045;Història de l'Art i Gestió del Patrimoni Artístic ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61047;"Turisme i Oci ""OSTELEA"" ";Només per a estudiants espanyols o estrangers amb residència ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61052;"Turisme i Oci ""OSTELEA"" ";Només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol ;UdL;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
61054;Estudis Anglesos ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61055;Filologia Catalana i Estudis Occitans ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61056;Filologia Hispànica ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61058;Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
61059;Filologia Hispànica / Llengües aplicades i traducció ;Lleida ;UdL;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
71002;Administració i Direcció d'Empreses ;Reus ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71003;Anglès ;Tarragona ;URV;Artes y Humanidades;  5,000;  6,188;  5,000;  5,000
71004;Administració i Direcció d'Empreses ;Tortosa ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71009;Economia ;Reus ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71013;Enologia ;Tarragona / Vila-Seca ;URV;Ciencias;  5,000;  5,000;  5,000;  5,000
71014;Finances i Comptabilitat ;Reus ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71015;Geografia i Ordenació del Territori ;Vila-Seca ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71025;Relacions Laborals i Ocupació ;Tarragona ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71027;Turisme ;Vila-Seca ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71029;Educació Infantil ;Tortosa ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
71033;Educació Primària ;Tortosa ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  8,400;  5,000
71035;Arquitectura ;Reus ;URV;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
71037;Enginyeria Elèctrica ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71038;Enginyeria Electrònica Industrial i Automàtica ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71039;Enginyeria Informàtica ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71041;Enginyeria Química ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71045;Pilot d'Aviació Comercial i Operacions Aèries ;Reus ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71046;Ciències de l'Activitat Física i de l'Esport ;Amposta ;URV;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
71048;Fisioteràpia ;Tortosa ;URV;Ciencias de la Salud;  5,000;  5,000;  7,180;  5,000
71049;Antropologia i Evolució Humana ;Tarragona ;URV / UOC;Artes y Humanidades;  5,000;  5,000;  5,000;  6,333
71051;Història / Història de l'Art ;Agrupació ;URV;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
71052;Llengua i Literatura Catalanes / Llengua i Literatura Hispàniques ;Agrupació ;URV;Artes y Humanidades;  5,000;  5,000;  5,000;  7,333
71059;Ciències de l'Activitat Física i de l'Esport / Fisioteràpia ;Amposta / Tortosa ;URV;Ciencias de la Salud;  5,000;  5,000;  5,000;  5,000
71060;Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71061;Enginyeria de Bioprocessos Alimentaris ;Tarragona ;URV;Ingeniería y Arquitectura;  5,000;  5,000;  5,000;  5,000
71062;"Màrqueting ""ESIC"" ";Barcelona ;URV;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81008;Ciències Ambientals ;Girona ;UdG;Ciencias;  5,000;  5,000;  5,000;  5,000
81010;Ciències polítiques i de l'Administració ;Girona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  6,480;  5,000
81011;Comptabilitat i Finances ;Girona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81012;Comunicació Cultural ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
81014;Gestió Hotelera i Turística ;Sant Pol de Mar ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81016;Economia ;Girona ;UdG;Ciencias Sociales y Jurídicas;  5,000;  5,000;  5,000;  5,000
81020;Arquitectura Tècnica i Edificació ;Girona ;UdG;Artes y Humanidades;  5,000;  5,000;  5,000;  5,000
